Sirius,1.8625475891403238,1.767795391925505,0.0
Canopus,2.4905090953065354,1.675305333407488,0.82
Arcturus,1.2360001138274925,3.7335289233855495,1.39
Rigil Kentaurus,2.6325495050742798,3.83817930166745,1.43
Vega,0.8938932053155708,4.873563155489679,1.47
Capella,0.7679799345422281,1.3818164387121716,1.52
Rigel,1.7139419488582772,1.3724304070607958,1.6199999999999999
Procyon,1.479602995551338,2.0040829529824187,1.8399999999999999
Achernar,2.569766189608978,0.42635496379665966,1.89
Betelgeuse,1.4415186895423429,1.5497290682594131,1.89
Hadar,2.6245046367800144,3.6818756423733867,2.05
Altair,1.4160149087679412,5.195772228424728,2.2
Acrux,2.6720832372138865,3.257651201994636,2.21
Aldebaran,1.2826546671421886,1.2039308232861086,2.31
,0.7679301752052538,1.3817577956493046,2.4
Spica,1.7655981445702915,3.5133171537364443,2.42
Antares,2.0321217895887567,4.317105415129896,2.5
Pollux,1.0816468774258254,2.030326770812958,2.5999999999999996
Fomalhaut,2.0878018767978292,6.011133331755842,2.61
Deneb,0.7805053422790438,5.4167686108390685,2.69
Becrux,2.6125617850409295,3.349817152870557,2.69
,2.632624973111136,3.838069607723962,2.79
Regulus,1.3619291623772734,2.6545232701700603,2.8
Adhara,2.076454583759402,1.826599723215402,2.94
Castor,1.014240917810276,1.9835581427783515,3.02
Gacrux,2.567609922584601,3.2775788477951338,3.0300000000000002
Shaula,2.2183801683156577,4.597235210664597,3.06
Bellatrix,1.4599731203745239,1.4186518743749021,3.08
Alnath,1.0715021336953154,1.4237169071306526,3.09
Miaplacidus,2.787591151692811,2.4138010892832167,3.11
Alnilam,1.5917737881405716,1.4670083156965106,3.13
Alnair,2.390419960491798,5.795507763782203,3.17
Alnitak,1.6047006041520535,1.4868406665198486,3.1799999999999997
,2.396975644055092,2.1359887419293138,3.19
Alioth,0.5941132015182701,3.377335671920292,3.2
Kaus Australis,2.170921088028962,4.817859576148876,3.23
Mirphak,0.7005545668653965,0.8915258756247505,3.23
Dubhe,0.49303748443725737,2.896065406739491,3.25
Wezen,2.031444566932398,1.8692101915735946,3.27
Alkaid,0.7101174876364618,3.610829833509387,3.29
Sargas,2.321249926788088,4.6134235758091595,3.3
Avior,2.609432741304661,2.1926316574735414,3.3
Menkalinan,0.786315630625396,1.568740939801389,3.34
Atria,2.7755572286733567,4.401129666844652,3.3499999999999996
Alhena,1.284575384530716,1.7353445724096348,3.37
,2.5256453831292798,2.2894510924675924,3.37
Peacock,2.561010448710375,5.347896260492577,3.38
Polaris,0.01284372088579433,0.6622870012849419,3.41
Mirzam,1.884186216113136,1.669842627381671,3.42
Alphard,1.7219174577680685,2.476567230708679,3.4299999999999997
Hamal,1.1612997949493276,0.5548982014066627,3.4499999999999997
Algieba,1.22449701524674,2.7051398256065387,3.4499999999999997
Diphda,1.8847218053006953,0.19019463724221658,3.48
Nunki,2.0297607081766587,4.953529778492935,3.4899999999999998
Menkent,2.2055717728939235,3.6943545719922217,3.5
Mirach,0.9491003082973527,0.3042616777038647,3.51
Alpheratz,1.0630725075674476,0.03659719821983331,3.51
,2.3890865638498595,5.945756003236471,3.51
Saiph,1.7395627714123174,1.51737380552009,3.51
Kochab,0.27653860606579705,3.8864394008143486,3.51
Rasalhague,1.3515823618792595,4.603019929937408,3.52
Algol,0.8559854219071225,0.8210416264475808,3.53
Almaak,0.8320032540811946,0.5406115470150743,3.54
Denebola,1.3164659009968185,3.0938569386168635,3.58
Cih,0.5110893027175885,0.2474378587826678,3.59
,2.425307573802718,3.3227502377647773,3.64
Tureis,2.605344237718694,2.4307649042144392,3.65
Naos,2.2689829705576305,2.1100342124222924,3.65
Alphekka,1.1045369752854879,4.078344373457057,3.66
Sadr,0.8681847323264955,5.332977360579454,3.67
,2.3288380075105213,2.391083971005719,3.67
Mizar,0.6121679170451592,3.5077837618759213,3.67
Shedir,0.5840337505550769,0.17674495549342223,3.68
Etamin,0.672145580831295,4.697580821612916,3.68
Mintaka,1.5760164669613752,1.4486525134203598,3.69
Caph,0.5384379139646405,0.04002572300245119,3.7199999999999998
Dschubba,1.9656196487263524,4.190245023984667,3.73
,2.5039609412636024,3.5774352272005014,3.73
,2.16932613634532,4.407675436937794,3.73
,2.3978764433886313,3.8481428627683107,3.7399999999999998
,2.3065891610713343,3.8201206416964517,3.77
Merak,0.5867373353795863,2.8878244856103485,3.78
Izar,1.0982620104790848,3.8614844213699437,3.79
Enif,1.398444871174331,5.690584852337604,3.82
,2.251998037142459,4.635978116666833,3.83
Ankaa,2.309174988531212,0.11468279262175175,3.84
Phad,0.6336459737267878,3.1146712989438363,3.85
,1.8452477808747996,4.49587250909468,3.87
Scheat,1.0806591956021219,6.037853362672789,3.88
Aludra,2.082231972649354,1.937730159944107,3.89
Alderamin,0.47847201369766323,5.5788480882267555,3.89
,2.5309136071165472,2.452683796158537,3.91
Gienah,0.9779035118496021,5.43761988487972,3.92
Markab,1.3054144063600195,6.042159177203922,3.93
,1.7552268396495798,4.350926754440896,3.98
Menkar,1.4994170029642375,0.795344445738766,3.98
,2.396134168462828,3.6457310952950577,3.9899999999999998
Graffias,1.9164666914940112,4.212514465309027,4.0
Zosma,1.2125898903974432,2.9413522502391536,4.0
,2.456069647640943,3.178063926304302,4.02
Gienah Ghurab,1.8769607449960966,3.210560298913649,4.02
Arneb,1.8818539500869882,1.45180955223783,4.02
,2.0923025398866546,4.98558501913384,4.04
Zubeneschemali,1.7345591218863596,4.0011975916597855,4.05
Unukalhai,1.458647979139947,4.120145881706949,4.07
Sheratan,1.2076276051747579,0.5002117126874581,4.08
,0.9213141953667032,1.5695792214411217,4.09
Kraz,1.979146805640643,3.291635380524846,4.09
Phakt,2.165501701075179,1.4819984250431153,4.09
Ruchbah,0.5194923125743631,0.37442967322057297,4.1
Mufrid,1.2496955902948452,3.641998883222593,4.12
,2.323625948218583,3.9205864185637687,4.12
,2.433342493720247,2.8220633591884634,4.13
,2.7774395488183403,3.3038399443852677,4.13
Hassaleh,0.9919388562821958,1.2958792188707682,4.13
,2.221731025946562,4.584822516290876,4.140000000000001
,2.2182693224548635,1.9073946794816545,4.15
